SDD Version, SDDv1.0;
Software, TOPAS-nBio;
Author, Matthew Andriotty;
Simulation Details, Nucleus simulation;
Source, Monoenergetic source;
Source type, 1;
Incident particles, 10;
Mean particle energy, 0.500000;
Energy distribution, M, 0;
Particle fraction, 1.0;
Dose or fluence, 1, 1e-12;
Dose rate, 0.0;
Irradiation target, Nucleus;
Volumes, 0,5,5,5,0,0,0,1,4.65,4.65,4.65,0,0,0;
Chromosome sizes, 46,252.823,252.823,248.157,248.157,204.04,204.04,195.556,195.556,184.951,184.951,174.77,174.77,162.469,162.469,149.318,149.318,143.38,143.38,138.289,138.289,137.441,137.441,135.32,135.32,116.655,116.655,108.595,108.595,102.656,102.656,90.7788,90.7788,80.1738,80.1738,77.6286,77.6286,65.3268,65.3268,63.63,63.63,47.9346,47.9346,50.4798,50.4798,58.9638,158.227;
DNA Density, 14.4316;
Cell Cycle Phase, 0, 1;
DNA Structure, 0, 1;
In vitro / in vivo, 0;
Proliferation status, 1;
Microenvironment, 20, 0.01;
Damage definition, 1, 0, 10, 10, 17.5;
Time, 0.000000;
Damage and primary count, 1542, 10;
Data entries, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0;
Additional information, ;
***EndOfHeader***;

0, 4; -1.759732, 0.547095, -0.113326 / -1.759391, 0.547465, -0.113326 / -1.760073, 0.546724, -0.113326; 1, 13, 1, 0; 0.385374515445; 1, 0, 2; 0, 2, 0; 2, 2, 0 / 2, 6, 0 / 3, 1, 2 / 3, 3, 2 / 3, 8, 0 ;
0, 4; -2.056969, 0.391024, 0.199114 / -2.056714, 0.391172, 0.199211 / -2.057223, 0.390876, 0.199016; 1, 13, 1, 0; 0.842478835910; 0, 2, 0; 0, 2, 0; 2, 10, 0 / 3, 1, 1 / 3, 2, 1 / 3, 6, 0 ;
0, 4; -2.069397, 0.385443, 0.211877 / -2.068585, 0.385467, 0.212549 / -2.070208, 0.385418, 0.211205; 1, 13, 1, 0; 0.842491004416; 0, 2, 0; 0, 2, 0; 3, 1, 1 / 3, 2, 0 / 3, 3, 0 / 3, 6, 1 / 3, 9, 0 ;
0, 4; -1.747212, 0.553877, -0.127256 / -1.747212, 0.553877, -0.127256 / -1.747212, 0.553877, -0.127256; 1, 13, 1, 0; 0.385361614490; 0, 1, 0; 0, 1, 0; 2, 1, 1 / 3, 3, 0 / 3, 4, 0 / 3, 5, 0 ;
0, 4; -1.746590, 0.551430, -0.125037 / -1.746590, 0.551430, -0.125037 / -1.746590, 0.551430, -0.125037; 1, 13, 1, 0; 0.385362310009; 0, 1, 0; 0, 1, 0; 2, 1, 1 / 2, 8, 0 ;
0, 4; -1.760040, 0.546137, -0.109455 / -1.760040, 0.546137, -0.109455 / -1.760040, 0.546137, -0.109455; 1, 13, 1, 0; 0.385374416964; 0, 1, 0; 0, 1, 0; 3, 1, 1 / 3, 2, 0 / 3, 7, 0 / 3, 8, 0 / 3, 9, 0 ;
0, 4; -1.763358, 0.548291, -0.106461 / -1.763358, 0.548291, -0.106461 / -1.763358, 0.548291, -0.106461; 1, 13, 1, 0; 0.385375044778; 1, 0, 1; 0, 1, 0; 2, 10, 0 / 3, 1, 2 ;
0, 4; -2.054789, 0.393277, 0.196114 / -2.054789, 0.393277, 0.196114 / -2.054789, 0.393277, 0.196114; 1, 13, 1, 0; 0.842478165012; 1, 0, 1; 0, 1, 0; 3, 1, 2 / 3, 3, 0 / 3, 4, 0 ;
0, 4; -2.058993, 0.392234, 0.201881 / -2.058993, 0.392234, 0.201881 / -2.058993, 0.392234, 0.201881; 1, 13, 1, 0; 0.842478743585; 0, 1, 0; 0, 1, 0; 2, 1, 1 ;
0, 4; -2.071552, 0.386059, 0.216008 / -2.071552, 0.386059, 0.216008 / -2.071552, 0.386059, 0.216008; 1, 13, 1, 0; 0.842491669159; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 4; -2.073114, 0.386014, 0.227876 / -2.073114, 0.386014, 0.227876 / -2.073114, 0.386014, 0.227876; 1, 13, 1, 0; 0.842502729758; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 4; -1.971976, 0.433516, 0.115015 / -1.971976, 0.433516, 0.115015 / -1.971976, 0.433516, 0.115015; 1, 13, 1, 0; 0.842844426554; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 4; -1.983700, 0.432548, 0.122625 / -1.983700, 0.432548, 0.122625 / -1.983700, 0.432548, 0.122625; 1, 13, 1, 0; 0.842854557742; 0, 1, 0; 0, 1, 0; 3, 1, 1 / 3, 10, 0 ;
0, 4; -1.977914, 0.434868, 0.114479 / -1.977914, 0.434868, 0.114479 / -1.977914, 0.434868, 0.114479; 1, 13, 1, 0; 0.842855702579; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 4; -1.991287, 0.423772, 0.131594 / -1.991287, 0.423772, 0.131594 / -1.991287, 0.423772, 0.131594; 1, 13, 1, 0; 0.842864005722; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 4; -1.008876, 0.840655, -0.823710 / -1.008242, 0.841493, -0.822879 / -1.009511, 0.839818, -0.824541; 1, 15, 1, 0; 0.109298257951; 2, 5, 2; 0, 7, 1; 2, 1, 2 / 2, 6, 0 / 2, 7, 1 / 2, 8, 0 / 2, 9, 0 / 2, 10, 0 / 3, 2, 1 / 3, 3, 1 / 3, 4, 1 / 3, 5, 2 / 3, 6, 1 / 3, 7, 0 / 3, 9, 0 ;
0, 4; -1.015348, 0.840677, -0.819858 / -1.015132, 0.841015, -0.819597 / -1.015564, 0.840339, -0.820120; 1, 15, 1, 0; 0.109297668606; 2, 1, 1; 0, 2, 0; 3, 1, 3 / 3, 4, 1 ;
0, 4; -1.009387, 0.840349, -0.823434 / -1.008243, 0.841039, -0.822696 / -1.010530, 0.839659, -0.824173; 1, 15, 1, 0; 0.109298291436; 2, 2, 2; 0, 4, 1; 2, 1, 0 / 2, 2, 1 / 2, 3, 0 / 2, 4, 0 / 2, 5, 0 / 3, 1, 1 / 3, 2, 0 / 3, 4, 0 / 3, 8, 2 / 3, 10, 2 ;
0, 4; -1.012552, 0.841819, -0.822152 / -1.012552, 0.841819, -0.822152 / -1.012552, 0.841819, -0.822152; 1, 15, 1, 0; 0.109297581544; 1, 0, 1; 0, 1, 0; 2, 1, 2 / 3, 7, 0 ;
0, 4; -1.007950, 0.840655, -0.823479 / -1.007068, 0.841493, -0.822418 / -1.008832, 0.839818, -0.824541; 1, 15, 1, 0; 0.109298231162; 2, 5, 2; 0, 7, 1; 2, 5, 2 / 2, 10, 0 / 3, 1, 1 / 3, 6, 1 / 3, 7, 1 / 3, 8, 1 / 3, 9, 2 / 3, 10, 1 ;
0, 4; -2.373124, 0.242803, 0.514944 / -2.372692, 0.242917, 0.515044 / -2.373555, 0.242689, 0.514845; 1, 16, 1, 0; 0.711841307968; 1, 0, 2; 0, 2, 0; 3, 1, 2 / 3, 9, 2 ;
0, 4; -2.366288, 0.241534, 0.503223 / -2.366288, 0.241534, 0.503223 / -2.366288, 0.241534, 0.503223; 1, 16, 1, 0; 0.711828516749; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 4; -2.370549, 0.240838, 0.514727 / -2.370549, 0.240838, 0.514727 / -2.370549, 0.240838, 0.514727; 1, 16, 1, 0; 0.711841217300; 1, 0, 1; 0, 1, 0; 2, 4, 0 / 3, 1, 2 / 3, 2, 0 / 3, 5, 0 ;
0, 4; -2.278115, 0.284425, 0.422907 / -2.278115, 0.284425, 0.422907 / -2.278115, 0.284425, 0.422907; 1, 16, 1, 0; 0.712876615641; 1, 0, 1; 0, 1, 0; 2, 3, 0 / 2, 5, 0 / 3, 1, 3 / 3, 2, 0 / 3, 6, 0 ;
0, 4; -2.274620, 0.289697, 0.426462 / -2.274620, 0.289697, 0.426462 / -2.274620, 0.289697, 0.426462; 1, 16, 1, 0; 0.712877034111; 0, 1, 0; 0, 1, 0; 2, 1, 1 / 3, 8, 0 / 3, 9, 0 ;
0, 4; -2.274338, 0.290762, 0.427440 / -2.274338, 0.290762, 0.427440 / -2.274338, 0.290762, 0.427440; 1, 16, 1, 0; 0.712877110830; 1, 0, 1; 0, 1, 0; 2, 1, 2 / 2, 10, 0 ;
0, 4; -2.686470, 0.081542, 0.821960 / -2.685488, 0.082223, 0.822813 / -2.687453, 0.080860, 0.821107; 1, 20, 1, 0; 0.461943658652; 2, 2, 1; 0, 3, 1; 2, 1, 1 / 2, 2, 0 / 2, 4, 2 / 2, 5, 0 / 3, 3, 0 / 3, 8, 1 ;
0, 4; -2.983569, -0.067240, 1.112467 / -2.983457, -0.067091, 1.112954 / -2.983680, -0.067388, 1.111979; 1, 20, 1, 0; 0.526523899744; 2, 1, 1; 0, 2, 1; 2, 6, 3 / 3, 1, 1 / 3, 3, 0 / 3, 5, 0 / 3, 6, 0 ;
0, 4; -2.909117, -0.027127, 1.043431 / -2.908526, -0.027094, 1.043743 / -2.909709, -0.027160, 1.043119; 1, 20, 1, 0; 0.527642686888; 2, 1, 1; 0, 2, 1; 2, 5, 2 / 2, 6, 0 / 2, 7, 0 / 2, 8, 0 / 2, 9, 0 / 3, 1, 1 / 3, 2, 0 / 3, 3, 0 ;
0, 4; -2.675070, 0.086076, 0.810431 / -2.675014, 0.086085, 0.810515 / -2.675126, 0.086067, 0.810348; 1, 20, 1, 0; 0.461941897893; 0, 2, 0; 0, 2, 0; 2, 1, 1 / 2, 2, 1 / 2, 3, 0 / 3, 5, 0 ;
0, 4; -2.691902, 0.078032, 0.828090 / -2.691234, 0.078062, 0.828465 / -2.692570, 0.078003, 0.827715; 1, 20, 1, 0; 0.461958035751; 1, 0, 2; 0, 2, 0; 2, 4, 0 / 2, 5, 0 / 3, 1, 2 / 3, 4, 2 ;
0, 4; -2.612585, 0.116547, 0.750499 / -2.612360, 0.116653, 0.750717 / -2.612810, 0.116440, 0.750281; 1, 20, 1, 0; 0.462397730514; 0, 2, 0; 0, 2, 0; 2, 1, 1 / 2, 2, 1 ;
0, 4; -2.896062, -0.026586, 1.043316 / -2.895927, -0.026455, 1.044066 / -2.896196, -0.026718, 1.042566; 1, 20, 1, 0; 0.527629655823; 2, 1, 1; 0, 2, 0; 3, 1, 3 / 3, 2, 1 / 3, 10, 0 ;
0, 4; -2.675008, 0.091148, 0.810955 / -2.675008, 0.091148, 0.810955 / -2.675008, 0.091148, 0.810955; 1, 20, 1, 0; 0.461941002963; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 4; -2.687142, 0.079919, 0.826476 / -2.687142, 0.079919, 0.826476 / -2.687142, 0.079919, 0.826476; 1, 20, 1, 0; 0.461957148096; 0, 1, 0; 0, 1, 0; 2, 7, 0 / 2, 8, 0 / 3, 1, 1 ;
0, 4; -2.692144, 0.078646, 0.827819 / -2.691718, 0.079231, 0.828465 / -2.692570, 0.078062, 0.827173; 1, 20, 1, 0; 0.461958057578; 2, 1, 1; 0, 2, 0; 2, 1, 0 / 2, 2, 0 / 3, 1, 2 / 3, 8, 1 ;
0, 4; -2.694636, 0.081166, 0.825559 / -2.694636, 0.081166, 0.825559 / -2.694636, 0.081166, 0.825559; 1, 20, 1, 0; 0.461958261302; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 4; -2.596075, 0.123442, 0.735225 / -2.596075, 0.123442, 0.735225 / -2.596075, 0.123442, 0.735225; 1, 20, 1, 0; 0.462387122310; 1, 0, 1; 0, 1, 0; 2, 1, 2 / 2, 5, 0 / 2, 10, 0 / 3, 7, 0 ;
0, 4; -3.007116, -0.063018, 1.119942 / -3.007116, -0.063018, 1.119942 / -3.007116, -0.063018, 1.119942; 1, 20, 1, 0; 0.526527202985; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 4; -2.996526, -0.073428, 1.126565 / -2.996526, -0.073428, 1.126565 / -2.996526, -0.073428, 1.126565; 1, 20, 1, 0; 0.526538276844; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 4; -2.891388, -0.025861, 1.049402 / -2.891388, -0.025861, 1.049402 / -2.891388, -0.025861, 1.049402; 1, 20, 1, 0; 0.527629081030; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 4; -2.896421, -0.023829, 1.040784 / -2.896421, -0.023829, 1.040784 / -2.896421, -0.023829, 1.040784; 1, 20, 1, 0; 0.527630536202; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 4; -2.893803, -0.024360, 1.042600 / -2.893803, -0.024360, 1.042600 / -2.893803, -0.024360, 1.042600; 1, 20, 1, 0; 0.527630652616; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 4; -2.910388, -0.027398, 1.043537 / -2.909709, -0.027160, 1.043954 / -2.911067, -0.027636, 1.043119; 1, 20, 1, 0; 0.527642643233; 0, 2, 0; 0, 2, 1; 3, 1, 1 / 3, 7, 1 / 3, 8, 0 / 3, 9, 0 ;
0, 4; -2.907837, -0.027326, 1.044060 / -2.907149, -0.027094, 1.044377 / -2.908526, -0.027559, 1.043743; 1, 20, 1, 0; 0.527642715991; 1, 0, 2; 0, 2, 1; 2, 1, 2 / 2, 2, 0 / 2, 3, 0 / 2, 4, 0 / 2, 5, 0 / 2, 7, 2 / 3, 9, 0 ;
0, 4; -2.918656, -0.024744, 1.050852 / -2.918656, -0.024744, 1.050852 / -2.918656, -0.024744, 1.050852; 1, 20, 1, 0; 0.527655295953; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 4; -2.927916, -0.033961, 1.056653 / -2.927916, -0.033961, 1.056653 / -2.927916, -0.033961, 1.056653; 1, 20, 1, 0; 0.527666777260; 1, 0, 1; 0, 1, 0; 2, 7, 0 / 3, 1, 2 ;
0, 4; -3.303535, -0.227467, 1.427877 / -3.303167, -0.226224, 1.427920 / -3.303903, -0.228710, 1.427835; 1, 22, 1, 0; 0.729358977770; 2, 1, 2; 0, 3, 1; 2, 1, 1 / 2, 3, 2 / 2, 4, 0 / 2, 5, 0 / 2, 10, 0 / 3, 1, 0 / 3, 2, 0 / 3, 10, 2 ;
0, 4; -3.305339, -0.229494, 1.430822 / -3.305129, -0.229086, 1.431696 / -3.305549, -0.229901, 1.429947; 1, 22, 1, 0; 0.729372671257; 2, 1, 2; 0, 3, 1; 2, 1, 1 / 2, 3, 2 / 3, 3, 2 ;
0, 4; -3.303500, -0.229591, 1.427533 / -3.303167, -0.228710, 1.427835 / -3.303832, -0.230471, 1.427231; 1, 22, 1, 0; 0.729359044279; 2, 2, 1; 0, 3, 1; 2, 1, 0 / 2, 2, 0 / 2, 7, 0 / 2, 9, 0 / 3, 1, 2 / 3, 3, 0 / 3, 8, 1 / 3, 9, 1 ;
0, 4; -3.237201, -0.195639, 1.367769 / -3.237142, -0.195489, 1.367843 / -3.237261, -0.195789, 1.367696; 1, 22, 1, 0; 0.729846910799; 0, 2, 0; 0, 2, 0; 2, 3, 0 / 2, 5, 0 / 2, 9, 0 / 3, 1, 1 / 3, 2, 1 ;
0, 4; -3.292400, -0.224158, 1.418203 / -3.292400, -0.224158, 1.418203 / -3.292400, -0.224158, 1.418203; 1, 22, 1, 0; 0.729357137684; 0, 1, 0; 0, 1, 0; 2, 1, 1 ;
0, 4; -3.303589, -0.225970, 1.427132 / -3.303275, -0.225385, 1.427920 / -3.303903, -0.226556, 1.426344; 1, 22, 1, 0; 0.729358933430; 2, 2, 1; 0, 3, 1; 2, 1, 1 / 2, 7, 1 / 2, 9, 2 / 2, 10, 0 / 3, 7, 0 / 3, 8, 0 ;
0, 4; -3.311672, -0.226178, 1.419273 / -3.311672, -0.226178, 1.419273 / -3.311672, -0.226178, 1.419273; 1, 22, 1, 0; 0.729360625718; 0, 1, 0; 0, 1, 0; 2, 1, 1 ;
0, 4; -3.311742, -0.223680, 1.420556 / -3.311742, -0.223680, 1.420556 / -3.311742, -0.223680, 1.420556; 1, 22, 1, 0; 0.729360847415; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 4; -3.310586, -0.229816, 1.433527 / -3.310586, -0.229816, 1.433527 / -3.310586, -0.229816, 1.433527; 1, 22, 1, 0; 0.729373668894; 1, 0, 1; 0, 1, 0; 2, 1, 2 / 2, 5, 0 / 2, 7, 0 / 2, 10, 0 / 3, 1, 0 ;
0, 4; -3.312365, -0.228724, 1.432945 / -3.312365, -0.228724, 1.432945 / -3.312365, -0.228724, 1.432945; 1, 22, 1, 0; 0.729373779743; 0, 1, 0; 0, 1, 0; 2, 4, 0 / 2, 6, 0 / 2, 7, 0 / 3, 1, 1 ;
0, 4; -3.539931, -0.334344, 1.659496 / -3.539044, -0.333981, 1.659655 / -3.540819, -0.334707, 1.659337; 1, 23, 1, 0; 0.767902014339; 2, 3, 1; 0, 4, 1; 2, 5, 1 / 2, 6, 1 / 2, 7, 1 / 3, 1, 2 ;
0, 4; -3.620740, -0.367091, 1.732995 / -3.620687, -0.366848, 1.733481 / -3.620794, -0.367333, 1.732510; 1, 23, 1, 0; 0.766755508063; 2, 2, 1; 0, 3, 0; 2, 1, 2 / 2, 2, 1 / 2, 5, 1 / 3, 3, 0 / 3, 4, 0 / 3, 5, 0 / 3, 6, 0 ;
0, 4; -3.540416, -0.361112, 1.652634 / -3.540382, -0.361069, 1.652642 / -3.540450, -0.361155, 1.652625; 1, 23, 1, 0; 0.766637676083; 2, 1, 1; 0, 2, 0; 2, 1, 2 / 2, 2, 1 / 2, 4, 0 ;
0, 4; -3.606531, -0.370595, 1.712290 / -3.606480, -0.370527, 1.712409 / -3.606582, -0.370664, 1.712171; 1, 23, 1, 0; 0.766737705790; 0, 2, 0; 0, 2, 0; 2, 1, 1 / 2, 2, 1 / 2, 9, 0 ;
0, 4; -3.613362, -0.371995, 1.720763 / -3.613257, -0.371850, 1.720956 / -3.613467, -0.372141, 1.720569; 1, 23, 1, 0; 0.766739228110; 0, 2, 0; 0, 2, 0; 2, 1, 1 / 2, 2, 1 / 3, 3, 0 ;
0, 4; -3.622904, -0.372391, 1.739116 / -3.622710, -0.372222, 1.739271 / -3.623098, -0.372559, 1.738960; 1, 23, 1, 0; 0.766754835582; 0, 2, 0; 0, 2, 0; 2, 1, 1 / 2, 2, 1 / 2, 3, 0 / 3, 5, 0 / 3, 6, 0 ;
0, 4; -3.603964, -0.372895, 1.710394 / -3.603964, -0.372895, 1.710394 / -3.603964, -0.372895, 1.710394; 1, 23, 1, 0; 0.766724862141; 0, 1, 0; 0, 1, 0; 2, 1, 1 ;
0, 4; -3.620338, -0.370976, 1.736697 / -3.620338, -0.370976, 1.736697 / -3.620338, -0.370976, 1.736697; 1, 23, 1, 0; 0.766754732123; 0, 1, 0; 0, 1, 0; 3, 1, 1 / 3, 2, 0 ;
0, 4; -3.627768, -0.372886, 1.744800 / -3.627768, -0.372886, 1.744800 / -3.627768, -0.372886, 1.744800; 1, 23, 1, 0; 0.766768425611; 0, 1, 0; 0, 1, 0; 3, 1, 1 / 3, 9, 0 ;
0, 4; -3.620128, -0.372218, 1.755577 / -3.620128, -0.372218, 1.755577 / -3.620128, -0.372218, 1.755577; 1, 23, 1, 0; 0.766781054953; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 4; -3.543154, -0.335891, 1.662963 / -3.543154, -0.335891, 1.662963 / -3.543154, -0.335891, 1.662963; 1, 23, 1, 0; 0.767901038872; 0, 1, 0; 0, 1, 0; 2, 8, 0 / 3, 1, 1 / 3, 9, 0 ;
0, 4; -3.538144, -0.334162, 1.659400 / -3.537245, -0.334046, 1.659655 / -3.539044, -0.334278, 1.659146; 1, 23, 1, 0; 0.767902058679; 2, 1, 1; 0, 2, 0; 2, 1, 1 / 2, 9, 0 / 2, 10, 2 ;
0, 4; -3.963749, -0.526717, 2.061636 / -3.963252, -0.526169, 2.061799 / -3.964247, -0.527266, 2.061473; 1, 29, 1, 0; 0.555209446269; 2, 1, 1; 0, 2, 1; 2, 1, 1 / 3, 6, 2 ;
0, 4; -3.960998, -0.527751, 2.060807 / -3.960940, -0.527485, 2.061340 / -3.961056, -0.528017, 2.060273; 1, 29, 1, 0; 0.555210556770; 1, 0, 2; 0, 2, 1; 2, 6, 2 / 3, 1, 2 ;
0, 4; -3.957918, -0.525833, 2.053749 / -3.957114, -0.525217, 2.054179 / -3.958721, -0.526450, 2.053319; 1, 29, 1, 0; 0.555211394516; 1, 0, 2; 0, 2, 1; 2, 1, 2 / 3, 3, 2 ;
0, 4; -3.924015, -0.508563, 2.023467 / -3.923468, -0.508463, 2.023643 / -3.924562, -0.508664, 2.023290; 1, 29, 1, 0; 0.556443134573; 2, 1, 1; 0, 2, 1; 2, 3, 2 / 3, 1, 1 / 3, 4, 0 ;
0, 4; -3.920901, -0.507269, 2.021109 / -3.920413, -0.507008, 2.021521 / -3.921389, -0.507530, 2.020697; 1, 29, 1, 0; 0.556444410675; 2, 1, 2; 0, 3, 0; 2, 1, 2 / 2, 4, 0 / 2, 7, 1 / 2, 8, 0 / 2, 9, 2 ;
0, 4; -3.961934, -0.532858, 2.077485 / -3.961934, -0.532858, 2.077485 / -3.961934, -0.532858, 2.077485; 1, 29, 1, 0; 0.555201945519; 1, 0, 1; 0, 1, 0; 2, 1, 2 / 3, 1, 0 ;
0, 4; -3.975529, -0.533022, 2.073149 / -3.975529, -0.533022, 2.073149 / -3.975529, -0.533022, 2.073149; 1, 29, 1, 0; 0.555205871236; 0, 1, 0; 0, 1, 0; 2, 8, 0 / 2, 10, 0 / 3, 1, 1 / 3, 3, 0 / 3, 4, 0 ;
0, 4; -3.936753, -0.514844, 2.036282 / -3.936753, -0.514844, 2.036282 / -3.936753, -0.514844, 2.036282; 1, 29, 1, 0; 0.556458808218; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 4; -3.933252, -0.512380, 2.030326 / -3.933252, -0.512380, 2.030326 / -3.933252, -0.512380, 2.030326; 1, 29, 1, 0; 0.556459324504; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 4; -3.930786, -0.513203, 2.029717 / -3.930786, -0.513203, 2.029717 / -3.930786, -0.513203, 2.029717; 1, 29, 1, 0; 0.556459509587; 1, 0, 1; 0, 1, 0; 2, 8, 0 / 3, 1, 2 / 3, 3, 0 / 3, 5, 0 ;
1, 5; -3.49462, -0.412389, -1.97123 / -3.49445, -0.412204, -1.97093 / -3.49478, -0.412573, -1.97152; 1, 4, 1, 0; 0.980249298913; 2, 1, 2; 0, 3, 0; 3, 1, 3 / 3, 2, 1 / 3, 3, 2 / 3, 4, 0 ;
0, 5; -2.596042, 0.184636, -1.745888 / -2.595613, 0.185205, -1.745143 / -2.596472, 0.184067, -1.746632; 1, 5, 1, 0; 0.763037803335; 2, 2, 1; 0, 3, 1; 2, 1, 3 / 2, 4, 0 / 2, 6, 1 / 2, 7, 0 / 3, 3, 0 / 3, 8, 1 ;
0, 5; -2.561802, 0.208388, -1.731706 / -2.561360, 0.209095, -1.730422 / -2.562244, 0.207681, -1.732990; 1, 5, 1, 0; 0.763988351315; 2, 2, 1; 0, 3, 1; 2, 1, 1 / 2, 10, 2 / 3, 2, 1 / 3, 4, 0 ;
0, 5; -2.565055, 0.205696, -1.733958 / -2.564472, 0.206264, -1.733538 / -2.565639, 0.205129, -1.734379; 1, 5, 1, 0; 0.763988885524; 2, 2, 1; 0, 3, 1; 2, 1, 0 / 2, 2, 2 / 2, 3, 0 / 2, 6, 0 / 3, 1, 1 / 3, 2, 0 / 3, 4, 1 / 3, 7, 0 ;
0, 5; -2.615162, 0.170671, -1.747926 / -2.614589, 0.171220, -1.747312 / -2.615734, 0.170122, -1.748541; 1, 5, 1, 0; 0.763033622786; 2, 1, 1; 0, 2, 1; 2, 7, 1 / 2, 8, 0 / 2, 9, 0 / 2, 10, 0 / 3, 1, 2 / 3, 4, 0 ;
0, 5; -2.616246, 0.171037, -1.750754 / -2.615951, 0.171170, -1.750459 / -2.616541, 0.170904, -1.751049; 1, 5, 1, 0; 0.763033686499; 0, 4, 0; 0, 4, 0; 2, 1, 1 / 2, 2, 1 / 2, 3, 1 / 2, 4, 1 / 2, 5, 0 / 2, 10, 0 / 3, 2, 0 / 3, 8, 0 ;
0, 5; -2.609469, 0.175707, -1.748779 / -2.609111, 0.175990, -1.748679 / -2.609828, 0.175425, -1.748880; 1, 5, 1, 0; 0.763034073678; 2, 1, 2; 0, 3, 0; 2, 2, 0 / 2, 10, 0 / 3, 1, 1 / 3, 2, 3 / 3, 3, 3 / 3, 4, 0 / 3, 5, 0 / 3, 6, 0 ;
0, 5; -2.587875, 0.188701, -1.743256 / -2.587457, 0.189054, -1.742862 / -2.588292, 0.188348, -1.743650; 1, 5, 1, 0; 0.763038067989; 2, 1, 1; 0, 2, 0; 2, 4, 0 / 3, 1, 2 / 3, 2, 1 ;
0, 5; -2.611634, 0.171961, -1.748480 / -2.611634, 0.171961, -1.748480 / -2.611634, 0.171961, -1.748480; 1, 5, 1, 0; 0.763033563974; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 5; -2.615803, 0.171302, -1.754189 / -2.615803, 0.171302, -1.754189 / -2.615803, 0.171302, -1.754189; 1, 5, 1, 0; 0.763033769816; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 5; -2.615297, 0.173728, -1.749056 / -2.615297, 0.173728, -1.749056 / -2.615297, 0.173728, -1.749056; 1, 5, 1, 0; 0.763034220707; 1, 0, 1; 0, 1, 0; 2, 1, 2 / 2, 9, 0 ;
0, 5; -2.610082, 0.184772, -1.746707 / -2.610082, 0.184772, -1.746707 / -2.610082, 0.184772, -1.746707; 1, 5, 1, 0; 0.763035573382; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 5; -2.595487, 0.182609, -1.744477 / -2.595487, 0.182609, -1.744477 / -2.595487, 0.182609, -1.744477; 1, 5, 1, 0; 0.763038435563; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 5; -2.589085, 0.187991, -1.735389 / -2.589085, 0.187991, -1.735389 / -2.589085, 0.187991, -1.735389; 1, 5, 1, 0; 0.763046963294; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 5; -2.554407, 0.206837, -1.728197 / -2.554407, 0.206837, -1.728197 / -2.554407, 0.206837, -1.728197; 1, 5, 1, 0; 0.763987733790; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 5; -2.559875, 0.204250, -1.735263 / -2.559875, 0.204250, -1.735263 / -2.559875, 0.204250, -1.735263; 1, 5, 1, 0; 0.763988189582; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 5; -2.560492, 0.205335, -1.733371 / -2.560492, 0.205335, -1.733371 / -2.560492, 0.205335, -1.733371; 1, 5, 1, 0; 0.763988243493; 1, 0, 1; 0, 1, 0; 3, 1, 2 ;
0, 5; -2.553731, 0.213439, -1.723977 / -2.553731, 0.213439, -1.723977 / -2.553731, 0.213439, -1.723977; 1, 5, 1, 0; 0.763995585184; 1, 0, 1; 0, 1, 0; 2, 1, 2 ;
0, 5; -0.997235, 1.358293, -0.781347 / -0.996083, 1.359036, -0.780662 / -0.998387, 1.357551, -0.782032; 1, 6, 1, 0; 0.982201888767; 2, 4, 2; 0, 6, 1; 2, 6, 1 / 3, 1, 1 / 3, 2, 1 / 3, 3, 2 / 3, 4, 0 / 3, 6, 0 / 3, 8, 2 / 3, 10, 1 ;
0, 5; -0.798035, 1.494517, -0.646243 / -0.797826, 1.494933, -0.646046 / -0.798244, 1.494101, -0.646439; 1, 6, 1, 0; 0.984577773551; 1, 0, 2; 0, 2, 1; 2, 2, 0 / 2, 4, 0 / 2, 5, 2 / 3, 1, 2 / 3, 4, 0 ;
